state,candidate_name,pct_estimate,pct_trend_adjusted,date
California,Biden,61.4558,62.28101,13/10/2020
California,Trump,31.47724,31.20466,13/10/2020
California,Biden,41.7448,40.44769,13/10/2020
California,Trump,42.18167,39.67213,13/10/2020
California,Biden,61.44268,62.24365,12/10/2020
California,Trump,31.23593,30.90322,12/10/2020
California,Biden,41.68275,40.23374,12/10/2020
California,Trump,42.36921,39.46193,12/10/2020
California,Biden,61.43196,62.23915,11/10/2020
California,Trump,31.24361,30.86032,11/10/2020
California,Biden,41.54699,40.56841,11/10/2020
California,Trump,42.28126,39.78108,11/10/2020
California,Biden,61.3919,62.04834,10/10/2020
California,Trump,31.27784,30.84546,10/10/2020
California,Biden,41.57233,40.52715,10/10/2020
California,Trump,42.53702,39.87505,10/10/2020
California,Biden,61.39953,62.06231,09/10/2020
California,Trump,31.26874,30.85824,09/10/2020
California,Biden,41.77718,40.44357,09/10/2020
California,Trump,42.60572,39.81184,09/10/2020
California,Biden,61.43525,62.01717,08/10/2020
California,Trump,31.23989,30.8739,08/10/2020
California,Biden,41.57302,40.10364,08/10/2020
California,Trump,42.26695,39.83247,08/10/2020
California,Biden,61.43307,61.91886,07/10/2020
California,Trump,31.24532,30.89501,07/10/2020
California,Biden,41.5442,40.10908,07/10/2020
California,Trump,42.2795,39.95576,07/10/2020
California,Biden,61.43298,61.90285,06/10/2020
California,Trump,31.2444,30.97467,06/10/2020
California,Biden,41.6141,40.17447,06/10/2020
California,Trump,42.30531,39.83724,06/10/2020
California,Biden,61.42807,61.64366,05/10/2020
California,Trump,31.24679,31.17163,05/10/2020
California,Biden,41.58181,39.95214,05/10/2020
California,Trump,42.26252,39.96193,05/10/2020
California,Biden,61.42786,61.6014,04/10/2020
California,Trump,31.22906,31.28118,04/10/2020
California,Biden,41.69073,39.90917,04/10/2020
California,Trump,42.20779,39.96531,04/10/2020
California,Biden,61.427,61.52077,03/10/2020
California,Trump,31.23059,31.41516,03/10/2020
California,Biden,41.62621,39.72126,03/10/2020
California,Trump,42.19657,39.95876,03/10/2020
California,Biden,61.34071,61.44939,02/10/2020
California,Trump,31.04294,31.18474,02/10/2020
California,Biden,41.6715,39.43476,02/10/2020
California,Trump,42.31319,39.94291,02/10/2020
California,Biden,61.33484,61.53316,01/10/2020
California,Trump,31.04733,30.9522,01/10/2020
California,Biden,41.94117,39.75706,01/10/2020
California,Trump,42.515,39.50271,01/10/2020
California,Biden,61.33377,61.4074,30/09/2020
California,Trump,31.04699,31.04961,30/09/2020
California,Biden,42.40318,40.10407,30/09/2020
California,Trump,42.98757,40.02687,30/09/2020
California,Biden,62.02673,62.09397,29/09/2020
California,Trump,30.59932,30.81373,29/09/2020
California,Biden,42.01021,40.0742,29/09/2020
California,Trump,42.64087,41.1828,29/09/2020
California,Biden,62.02209,62.08096,28/09/2020
California,Trump,30.60254,30.80999,28/09/2020
California,Biden,42.05265,40.27529,28/09/2020
California,Trump,42.70781,41.50029,28/09/2020
California,Biden,62.0262,62.10839,27/09/2020
California,Trump,30.60804,30.72033,27/09/2020
California,Biden,42.05035,40.33518,27/09/2020
California,Trump,42.72404,41.60052,27/09/2020
California,Biden,61.925,61.92323,26/09/2020
California,Trump,30.72474,31.03844,26/09/2020
California,Biden,42.43999,40.64896,26/09/2020
California,Trump,43.02185,42.34943,26/09/2020
California,Biden,61.93229,61.88777,25/09/2020
California,Trump,30.73146,31.01675,25/09/2020
California,Biden,42.38956,40.91798,25/09/2020
California,Trump,42.99557,42.60768,25/09/2020
California,Biden,60.69969,60.55836,24/09/2020
California,Trump,31.13377,31.50789,24/09/2020
California,Biden,42.69918,41.56963,24/09/2020
California,Trump,42.76689,43.07772,24/09/2020
California,Biden,60.71244,60.6189,23/09/2020
California,Trump,31.13539,31.38005,23/09/2020
California,Biden,42.68559,41.55416,23/09/2020
California,Trump,42.74829,43.21533,23/09/2020
California,Biden,60.70907,60.60875,22/09/2020
California,Trump,31.10975,31.51268,22/09/2020
California,Biden,42.78017,41.74272,22/09/2020
California,Trump,42.83795,43.72085,22/09/2020
California,Biden,60.71434,60.55821,21/09/2020
California,Trump,31.13126,31.48642,21/09/2020
California,Biden,42.58844,41.98296,21/09/2020
California,Trump,42.72505,44.01186,21/09/2020
California,Biden,60.68541,60.55146,20/09/2020
California,Trump,31.11464,31.48291,20/09/2020
California,Biden,42.8078,42.18526,20/09/2020
California,Trump,42.89198,44.32885,20/09/2020
California,Biden,60.92125,60.67147,19/09/2020
California,Trump,30.8203,31.0644,19/09/2020
California,Biden,42.23484,42.25889,19/09/2020
California,Trump,42.56291,44.52055,19/09/2020
California,Biden,60.91773,60.68517,18/09/2020
California,Trump,30.8194,31.06829,18/09/2020
California,Biden,42.26305,42.45507,18/09/2020
California,Trump,42.58448,44.67251,18/09/2020
California,Biden,60.92431,60.64528,17/09/2020
California,Trump,30.81417,31.17388,17/09/2020
California,Biden,42.30584,42.74633,17/09/2020
California,Trump,42.57679,45.08233,17/09/2020
California,Biden,60.45619,60.29871,16/09/2020
California,Trump,31.6316,32.09887,16/09/2020
California,Biden,42.30289,43.57808,16/09/2020
California,Trump,41.52051,45.39617,16/09/2020
California,Biden,60.58849,60.87247,15/09/2020
California,Trump,32.09957,31.76846,15/09/2020
California,Biden,40.58484,42.97838,15/09/2020
California,Trump,40.95441,45.80223,15/09/2020
California,Biden,60.6147,60.98003,14/09/2020
California,Trump,32.10619,31.8322,14/09/2020
California,Biden,40.50697,43.19736,14/09/2020
California,Trump,40.89923,46.0001,14/09/2020
California,Biden,60.60775,61.05175,13/09/2020
California,Trump,32.10125,31.81471,13/09/2020
California,Biden,40.55954,43.45195,13/09/2020
California,Trump,40.93593,46.06876,13/09/2020
California,Biden,60.61783,61.00813,12/09/2020
California,Trump,32.11808,31.61895,12/09/2020
California,Biden,40.51353,43.80519,12/09/2020
California,Trump,40.93098,46.19862,12/09/2020
California,Biden,60.64132,61.01448,11/09/2020
California,Trump,32.13549,31.60558,11/09/2020
California,Biden,40.32465,43.6826,11/09/2020
California,Trump,40.8418,46.17541,11/09/2020
California,Biden,60.62104,60.98556,10/09/2020
California,Trump,32.11652,31.60549,10/09/2020
California,Biden,40.55828,44.07177,10/09/2020
California,Trump,40.96673,46.16096,10/09/2020
California,Biden,60.62473,60.9339,09/09/2020
California,Trump,32.09976,31.50074,09/09/2020
California,Biden,40.5033,44.18177,09/09/2020
California,Trump,40.93951,45.94402,09/09/2020
California,Biden,60.58801,61.08074,08/09/2020
California,Trump,32.12274,31.69343,08/09/2020
California,Biden,40.54701,44.76252,08/09/2020
California,Trump,40.91838,46.27768,08/09/2020
California,Biden,60.57701,61.03797,07/09/2020
California,Trump,32.1401,31.66849,07/09/2020
California,Biden,40.5919,44.71903,07/09/2020
California,Trump,40.96002,46.02489,07/09/2020
California,Biden,61.34826,61.93688,06/09/2020
California,Trump,30.8519,30.28935,06/09/2020
California,Biden,39.98291,44.58982,06/09/2020
California,Trump,39.99494,45.44009,06/09/2020
California,Biden,61.34454,61.90918,05/09/2020
California,Trump,30.84205,30.28656,05/09/2020
California,Biden,40.00023,44.61223,05/09/2020
California,Trump,40.0102,45.26475,05/09/2020
California,Biden,61.34556,61.90232,04/09/2020
California,Trump,30.84194,30.25632,04/09/2020
California,Biden,39.99536,44.60262,04/09/2020
California,Trump,40.00256,45.14403,04/09/2020
California,Biden,61.34388,61.74416,03/09/2020
California,Trump,30.84901,30.21935,03/09/2020
California,Biden,40.02917,44.55778,03/09/2020
California,Trump,40.05629,44.96353,03/09/2020
California,Biden,61.32917,61.79387,02/09/2020
California,Trump,30.83594,30.19818,02/09/2020
California,Biden,39.96341,44.44048,02/09/2020
California,Trump,40.01112,44.73184,02/09/2020
California,Biden,61.32223,61.80512,01/09/2020
California,Trump,30.84015,30.40514,01/09/2020
California,Biden,39.97331,44.75682,01/09/2020
California,Trump,40.05886,43.82984,01/09/2020
California,Biden,61.33726,61.82316,31/08/2020
California,Trump,30.85242,30.39109,31/08/2020
California,Biden,40.01508,44.81392,31/08/2020
California,Trump,40.04248,43.17086,31/08/2020
California,Biden,61.30869,61.74697,30/08/2020
California,Trump,30.83218,29.56809,30/08/2020
California,Biden,40.04711,45.18372,30/08/2020
California,Trump,40.07364,42.13764,30/08/2020
California,Biden,61.28308,61.87361,29/08/2020
California,Trump,30.81452,29.53796,29/08/2020
California,Biden,39.99345,45.4035,29/08/2020
California,Trump,40.10061,41.77231,29/08/2020
California,Biden,61.36221,61.90289,28/08/2020
California,Trump,30.87308,29.34929,28/08/2020
California,Biden,39.82368,45.20695,28/08/2020
California,Trump,39.97055,40.67958,28/08/2020
California,Biden,61.33125,61.68946,27/08/2020
California,Trump,30.83749,29.74855,27/08/2020
California,Biden,39.96586,43.88667,27/08/2020
California,Trump,39.99701,40.26281,27/08/2020
California,Biden,61.33065,61.68884,26/08/2020
California,Trump,30.83706,29.74813,26/08/2020
California,Biden,39.9642,43.88524,26/08/2020
California,Trump,39.99691,40.26273,26/08/2020
California,Biden,61.35615,62.31654,25/08/2020
California,Trump,30.85592,29.74654,25/08/2020
California,Biden,39.98986,42.19248,25/08/2020
California,Biden,61.34218,62.28799,24/08/2020
California,Trump,30.84532,29.73689,24/08/2020
California,Biden,40.01663,42.20497,24/08/2020
California,Biden,61.26148,62.28234,23/08/2020
California,Trump,30.7891,29.82056,23/08/2020
California,Biden,40.04702,41.49382,23/08/2020
California,Biden,61.27122,62.17723,22/08/2020
California,Trump,30.70068,29.91134,22/08/2020
California,Biden,40.03687,40.9808,22/08/2020
California,Biden,61.35513,62.20529,21/08/2020
California,Trump,30.85501,30.06067,21/08/2020
California,Biden,39.99739,40.16201,21/08/2020
California,Biden,61.3492,62.2839,20/08/2020
California,Trump,30.83791,30.1782,20/08/2020
California,Biden,39.99833,40.12562,20/08/2020
California,Biden,61.34349,62.26799,19/08/2020
California,Trump,30.83491,30.31583,19/08/2020
California,Biden,39.99749,40.10138,19/08/2020
California,Biden,61.37574,62.27822,18/08/2020
California,Trump,30.85015,30.31606,18/08/2020
California,Biden,61.37763,62.32633,17/08/2020
California,Trump,30.85004,30.33345,17/08/2020
California,Biden,61.35975,62.23216,16/08/2020
California,Trump,30.8268,30.40756,16/08/2020
California,Biden,61.49788,62.19066,15/08/2020
California,Trump,30.75636,30.13714,15/08/2020
California,Biden,61.49778,62.19361,14/08/2020
California,Trump,30.75556,30.13673,14/08/2020
California,Biden,61.45877,62.03225,13/08/2020
California,Trump,31.81666,31.09101,13/08/2020
California,Biden,61.3856,61.9943,12/08/2020
California,Trump,32.49598,31.42951,12/08/2020
California,Biden,61.34524,62.06036,11/08/2020
California,Trump,32.51343,31.42606,11/08/2020
California,Biden,61.43251,61.8917,10/08/2020
California,Trump,32.47851,31.33271,10/08/2020
California,Biden,61.37531,61.75687,09/08/2020
California,Trump,32.49675,31.41418,09/08/2020
California,Biden,61.37422,61.75585,08/08/2020
California,Trump,32.49872,31.41613,08/08/2020
California,Biden,61.37422,61.75585,07/08/2020
California,Trump,32.49872,31.41613,07/08/2020
California,Biden,61.40584,61.81989,06/08/2020
California,Trump,32.48591,31.58973,06/08/2020
California,Biden,61.3989,61.99689,05/08/2020
California,Trump,32.50557,31.73122,05/08/2020
California,Biden,61.3896,62.14031,04/08/2020
California,Trump,32.47277,31.55204,04/08/2020
California,Biden,60.26125,61.01997,03/08/2020
California,Trump,33.07501,31.99146,03/08/2020
California,Biden,60.25031,60.82525,02/08/2020
California,Trump,33.07597,31.82102,02/08/2020
California,Biden,60.24479,60.81977,01/08/2020
California,Trump,33.07673,31.82187,01/08/2020
California,Biden,60.24479,60.81977,31/07/2020
California,Trump,33.07673,31.82187,31/07/2020
California,Biden,60.21945,60.60326,30/07/2020
California,Trump,33.09918,31.54237,30/07/2020
California,Biden,60.21835,60.60162,29/07/2020
California,Trump,33.09469,31.48852,29/07/2020
California,Biden,60.24733,60.71383,28/07/2020
California,Trump,33.08957,31.50059,28/07/2020
California,Biden,60.24295,60.67105,27/07/2020
California,Trump,33.09589,31.50768,27/07/2020
California,Biden,60.26724,60.77036,26/07/2020
California,Trump,33.09013,31.65041,26/07/2020
California,Biden,60.25702,60.73427,25/07/2020
California,Trump,33.09935,31.6203,25/07/2020
California,Biden,60.24353,60.72131,24/07/2020
California,Trump,33.10408,31.62476,24/07/2020
California,Biden,60.2256,60.66908,23/07/2020
California,Trump,33.13408,31.65828,23/07/2020
California,Biden,60.21081,60.46027,22/07/2020
California,Trump,33.13229,31.5391,22/07/2020
California,Biden,60.27164,61.01959,21/07/2020
California,Trump,33.11322,31.49313,21/07/2020
California,Biden,60.27198,61.02011,20/07/2020
California,Trump,33.11296,31.49288,20/07/2020
California,Biden,60.27087,61.01898,19/07/2020
California,Trump,33.11301,31.49293,19/07/2020
California,Biden,60.23299,60.90963,18/07/2020
California,Trump,33.09514,31.31375,18/07/2020
California,Biden,60.2099,60.88654,17/07/2020
California,Trump,33.10343,31.32191,17/07/2020
California,Biden,60.20904,60.88856,16/07/2020
California,Trump,33.10351,31.28835,16/07/2020
California,Biden,60.20941,60.87646,15/07/2020
California,Trump,33.10355,31.29666,15/07/2020
California,Biden,60.2897,60.83348,14/07/2020
California,Trump,33.07269,31.32261,14/07/2020
California,Biden,60.25113,60.79994,13/07/2020
California,Trump,33.08331,31.33274,13/07/2020
California,Biden,60.31181,61.10394,12/07/2020
California,Trump,33.06701,31.38817,12/07/2020
California,Biden,60.30823,61.15912,11/07/2020
California,Trump,33.06861,31.35474,11/07/2020
California,Biden,60.30233,61.14069,10/07/2020
California,Trump,33.06628,31.37445,10/07/2020
California,Biden,60.28961,61.10633,09/07/2020
California,Trump,33.07017,31.35671,09/07/2020
California,Biden,60.26149,61.07834,08/07/2020
California,Trump,33.08039,31.36679,08/07/2020
California,Biden,60.30793,61.35981,07/07/2020
California,Trump,33.06997,31.60374,07/07/2020
California,Biden,60.30812,61.30402,06/07/2020
California,Trump,33.07099,31.57645,06/07/2020
California,Biden,60.30823,61.30412,05/07/2020
California,Trump,33.07101,31.57648,05/07/2020
California,Biden,60.30559,61.30146,04/07/2020
California,Trump,33.07119,31.57663,04/07/2020
California,Biden,60.30559,61.30146,03/07/2020
California,Trump,33.07119,31.57662,03/07/2020
California,Biden,60.3021,61.29841,02/07/2020
California,Trump,33.07095,31.57598,02/07/2020
California,Biden,60.31712,61.24839,01/07/2020
California,Trump,33.08887,31.54198,01/07/2020
California,Biden,60.28137,61.32059,30/06/2020
California,Trump,33.09084,31.5162,30/06/2020
California,Biden,60.3045,61.10782,29/06/2020
California,Trump,33.0758,31.39324,29/06/2020
California,Biden,60.37625,61.2452,28/06/2020
California,Trump,33.11425,31.43468,28/06/2020
California,Biden,60.37625,61.2452,27/06/2020
California,Trump,33.11425,31.43468,27/06/2020
California,Biden,60.3863,61.2552,26/06/2020
California,Trump,33.11953,31.43988,26/06/2020
California,Biden,60.33187,61.14087,25/06/2020
California,Trump,33.08977,31.21634,25/06/2020
California,Biden,60.33092,61.2818,24/06/2020
California,Trump,33.08814,31.3854,24/06/2020
California,Biden,60.40543,61.41333,23/06/2020
California,Trump,33.1054,31.65901,23/06/2020
California,Biden,60.34355,61.19288,22/06/2020
California,Trump,33.12259,31.5923,22/06/2020
California,Biden,60.28242,60.94664,21/06/2020
California,Trump,33.11108,31.55882,21/06/2020
California,Biden,60.28236,60.94665,20/06/2020
California,Trump,33.11124,31.5589,20/06/2020
California,Biden,60.28128,60.87116,19/06/2020
California,Trump,33.11057,31.49699,19/06/2020
California,Biden,60.28155,60.86151,18/06/2020
California,Trump,33.11045,31.49389,18/06/2020
California,Biden,60.44381,60.97734,17/06/2020
California,Trump,33.10725,31.53465,17/06/2020
California,Biden,60.28129,60.99875,16/06/2020
California,Trump,33.11172,31.64259,16/06/2020
California,Biden,60.28136,60.75348,15/06/2020
California,Trump,33.11174,31.79144,15/06/2020
California,Biden,60.28156,60.72221,14/06/2020
California,Trump,33.11208,31.76097,14/06/2020
California,Biden,60.28444,60.6806,13/06/2020
California,Trump,33.11227,31.82392,13/06/2020
California,Biden,60.2513,60.69639,12/06/2020
California,Trump,33.11024,32.12784,12/06/2020
California,Biden,60.25621,60.70129,11/06/2020
California,Trump,33.10931,32.12691,11/06/2020
California,Biden,60.25234,60.69744,10/06/2020
California,Trump,33.11003,32.12762,10/06/2020
California,Biden,60.25449,60.67288,09/06/2020
California,Trump,33.11046,32.15795,09/06/2020
California,Biden,60.24922,60.57199,08/06/2020
California,Trump,33.11201,32.24771,08/06/2020
California,Biden,60.24468,60.56749,07/06/2020
California,Trump,33.11338,32.24898,07/06/2020
California,Biden,60.26184,60.63897,06/06/2020
California,Trump,33.11135,32.36333,06/06/2020
California,Biden,60.26206,60.50028,05/06/2020
California,Trump,33.11209,32.49193,05/06/2020
California,Biden,60.26556,60.28238,04/06/2020
California,Trump,33.11086,32.50776,04/06/2020
California,Biden,60.2647,60.26028,03/06/2020
California,Trump,33.1119,32.62403,03/06/2020
California,Biden,60.25161,60.05954,02/06/2020
California,Trump,33.11248,32.23551,02/06/2020
California,Biden,60.19084,60.04969,01/06/2020
California,Trump,33.09907,32.21924,01/06/2020
California,Biden,60.26383,59.92704,31/05/2020
California,Trump,33.11695,32.24373,31/05/2020
California,Biden,60.2264,60.00369,30/05/2020
California,Trump,33.1052,32.31574,30/05/2020
California,Biden,60.26353,60.04938,29/05/2020
California,Trump,33.11746,32.3882,29/05/2020
California,Biden,60.26353,60.04938,28/05/2020
California,Trump,33.11746,32.3882,28/05/2020
California,Biden,60.30881,59.97636,27/05/2020
California,Trump,33.08841,32.23556,27/05/2020
California,Biden,60.27993,60.22319,26/05/2020
California,Trump,33.08113,32.34233,26/05/2020
California,Biden,61.0425,60.89563,25/05/2020
California,Trump,33.00568,32.1408,25/05/2020
California,Biden,61.0425,60.89563,24/05/2020
California,Trump,33.00568,32.1408,24/05/2020
California,Biden,61.03152,60.95852,23/05/2020
California,Trump,33.00673,32.15527,23/05/2020
California,Biden,60.98614,60.96234,22/05/2020
California,Trump,32.98798,32.19946,22/05/2020
California,Biden,60.9796,60.9642,21/05/2020
California,Trump,32.98413,32.18896,21/05/2020
California,Biden,61.04214,61.02178,20/05/2020
California,Trump,33.00673,32.19124,20/05/2020
California,Biden,61.0414,61.04132,19/05/2020
California,Trump,33.00738,32.2849,19/05/2020
California,Biden,61.78162,61.86953,18/05/2020
California,Trump,33.66755,33.01055,18/05/2020
California,Biden,61.76015,62.0456,17/05/2020
California,Trump,33.65929,33.25739,17/05/2020
California,Biden,61.76789,62.09194,16/05/2020
California,Trump,33.66188,33.23062,16/05/2020
California,Biden,61.7714,62.07132,15/05/2020
California,Trump,33.65821,33.28867,15/05/2020
California,Biden,61.75407,62.05384,14/05/2020
California,Trump,33.64568,33.2762,14/05/2020
California,Biden,61.72928,61.83835,13/05/2020
California,Trump,33.63501,33.16641,13/05/2020
California,Biden,61.72694,61.83594,12/05/2020
California,Trump,33.62053,33.15289,12/05/2020
California,Biden,61.72333,61.80709,11/05/2020
California,Trump,33.6484,33.18724,11/05/2020
California,Biden,61.72296,61.81508,10/05/2020
California,Trump,33.64854,33.19895,10/05/2020
California,Biden,61.73875,61.71548,09/05/2020
California,Trump,33.63044,33.06701,09/05/2020
California,Biden,61.56705,61.59069,08/05/2020
California,Trump,32.57391,31.68401,08/05/2020
California,Biden,61.57805,61.60136,07/05/2020
California,Trump,32.56474,31.67522,07/05/2020
California,Biden,61.58595,61.60918,06/05/2020
California,Trump,32.55886,31.669,06/05/2020
California,Biden,61.58452,61.79365,05/05/2020
California,Trump,32.56839,31.70013,05/05/2020
California,Biden,61.62761,61.99655,04/05/2020
California,Trump,32.54432,31.57041,04/05/2020
California,Biden,61.65201,61.89001,03/05/2020
California,Trump,32.53791,31.63479,03/05/2020
California,Biden,61.61072,61.97786,02/05/2020
California,Trump,32.55711,31.61825,02/05/2020
California,Biden,61.57431,61.95465,01/05/2020
California,Trump,32.57327,31.65541,01/05/2020
California,Biden,61.55879,61.88943,30/04/2020
California,Trump,32.58251,31.65168,30/04/2020
California,Biden,61.55881,61.88511,29/04/2020
California,Trump,32.58241,31.63559,29/04/2020
California,Biden,61.57046,62.2833,28/04/2020
California,Trump,32.58329,31.65626,28/04/2020
California,Biden,61.55319,61.92401,27/04/2020
California,Trump,32.58705,31.33757,27/04/2020
California,Biden,61.56873,61.94557,26/04/2020
California,Trump,32.57782,31.34911,26/04/2020
California,Biden,61.59357,61.98471,25/04/2020
California,Trump,32.57285,31.35268,25/04/2020
California,Biden,61.55533,61.97121,24/04/2020
California,Trump,32.58942,31.54415,24/04/2020
California,Biden,61.55533,61.97121,23/04/2020
California,Trump,32.58942,31.54415,23/04/2020
California,Biden,61.55533,61.94946,22/04/2020
California,Trump,32.58942,31.5599,22/04/2020
California,Biden,61.55533,61.94946,21/04/2020
California,Trump,32.58942,31.5599,21/04/2020
California,Biden,61.58527,61.96623,20/04/2020
California,Trump,32.60939,31.77383,20/04/2020
California,Biden,61.5678,61.82872,19/04/2020
California,Trump,32.61156,31.83639,19/04/2020
California,Biden,61.57769,61.8205,18/04/2020
California,Trump,32.63688,31.95029,18/04/2020
California,Biden,61.54538,61.76301,17/04/2020
California,Trump,32.59937,31.92651,17/04/2020
California,Biden,61.54525,61.76255,16/04/2020
California,Trump,32.59902,31.92554,16/04/2020
California,Biden,61.57551,61.52443,15/04/2020
California,Trump,32.60419,31.71779,15/04/2020
California,Biden,61.57381,61.29505,14/04/2020
California,Trump,32.64143,31.87147,14/04/2020
California,Biden,61.57061,61.04959,13/04/2020
California,Trump,32.60946,31.82605,13/04/2020
California,Biden,61.57052,61.05018,12/04/2020
California,Trump,32.60955,31.82604,12/04/2020
California,Biden,61.67818,61.27726,11/04/2020
California,Trump,32.61701,31.28766,11/04/2020
California,Biden,61.75203,61.35113,10/04/2020
California,Trump,32.62301,31.29352,10/04/2020
California,Biden,61.57021,61.51805,09/04/2020
California,Trump,32.60732,31.32764,09/04/2020
California,Biden,61.57028,61.51802,08/04/2020
California,Trump,32.60775,31.32786,08/04/2020
California,Biden,61.57653,61.46936,07/04/2020
California,Trump,32.62799,31.36968,07/04/2020
California,Biden,61.57285,61.74207,06/04/2020
California,Trump,32.61047,31.3592,06/04/2020
California,Biden,61.56777,61.61973,05/04/2020
California,Trump,32.62667,31.44056,05/04/2020
California,Biden,61.56962,61.60184,04/04/2020
California,Trump,32.62203,31.39571,04/04/2020
California,Biden,61.57042,61.60075,03/04/2020
California,Trump,32.63533,31.39158,03/04/2020
California,Biden,61.57947,61.80103,02/04/2020
California,Trump,32.60819,31.47966,02/04/2020
California,Biden,61.57947,61.80103,01/04/2020
California,Trump,32.60819,31.47966,01/04/2020
California,Biden,61.57668,61.85097,31/03/2020
California,Trump,32.6475,31.532,31/03/2020
California,Biden,61.57609,61.92543,30/03/2020
California,Trump,32.61318,31.56763,30/03/2020
California,Biden,61.57661,62.04055,29/03/2020
California,Trump,32.613,31.58175,29/03/2020
California,Biden,59.74183,59.83817,28/03/2020
California,Trump,33.27307,32.14292,28/03/2020
California,Biden,59.74123,59.89816,27/03/2020
California,Trump,33.31629,32.26029,27/03/2020
California,Biden,59.74123,59.89816,26/03/2020
California,Trump,33.31629,32.26029,26/03/2020
California,Biden,59.73715,59.72002,25/03/2020
California,Trump,33.27744,32.21681,25/03/2020
California,Biden,59.7352,59.69812,24/03/2020
California,Trump,33.2688,31.95145,24/03/2020
California,Biden,59.74659,59.98736,23/03/2020
California,Trump,33.35315,32.57633,23/03/2020
California,Biden,59.73013,60.06274,22/03/2020
California,Trump,33.28295,32.7575,22/03/2020
California,Biden,59.73414,60.15295,21/03/2020
California,Trump,33.27685,32.65008,21/03/2020
California,Biden,59.73771,60.1566,20/03/2020
California,Trump,33.28356,32.65669,20/03/2020
California,Biden,59.74157,60.16051,19/03/2020
